resightID,animalID,season,date,area,regionID,markobs,markobspos,markadded,markaddedpos,obssex,obsage,pctmolt,comment,markcomment,dead,observer,entrydate,entry,estimated,shark,unsure ,cookiecutter
371892,34254,2021,4/12/21,BMB,1,X832,L,NA,NA,F,Ad,0,shark bite scars on butt,NA,0,P. Morris,4/13/21,P. Morris,0,Comment Includes 'Shark',,
372269,49594,2021,4/14/21,AP,1,NA,NA,NA,NA,F,ad,5,"shark bite on R flank, picture uploaded",NA,0,A. Favilla,4/14/21,A. Favilla,0,Comment Includes 'Shark',,
374161,41117,2021,4/24/21,MBBL,1,_430,R,NA,NA,F,ad,15,shark bite on R,NA,0,R. Holser,4/24/21,R. Holser,0,Comment Includes 'Shark',,
374191,41117,2021,4/24/21,MBBL,1,430,L,NA,NA,f,ad,5,healed shark bite on right side,NA,0,Robinson class,4/24/21,Robinson class,0,Comment Includes 'Shark',,
374723,49596,2022,4/27/21,MBBU,1,NA,NA,299,R,NA,juv,100,tons of scars all over body but doesn't look like shark bites,E did not transfer,0,R. Beltran,4/27/21,P. Robinson,0,Comment Includes 'Shark',,
376109,53641,2021,4/30/21,BMB,1,NA,NA,NA,NA,NA,juv,0,shark bite on chest,NA,0,Robinson class,5/9/21,Robinson class,0,Comment Includes 'Shark',,
376811,37988,2021,5/12/21,BBN,1,374_,L,NA,NA,F,ad,0,looks like shark bite over last digit,NA,0,A. Favilla,5/12/21,A. Favilla,0,Comment Includes 'Shark',,
377039,42682,2022,5/15/21,NP0,1,9434,L,NA,NA,F,ad,100,Some cookie cutter shark wounds,NA,0,Robinson class,5/15/21,Robinson class,0,Comment Includes 'Shark',,
377100,49594,2022,5/15/21,BBN,1,E309,L,NA,NA,F,ad,100,Healed shark bite on right side,NA,0,Robinson class,5/15/21,Robinson class,0,Comment Includes 'Shark',,
377494,53641,2022,5/20/21,BBN,1,NA,NA,WR191,L,NA,Y,95,"shark bit around neck and mouth, picture uploaded",NA,0,A. Favilla,5/20/21,A. Favilla,0,Comment Includes 'Shark',,
377893,52813,2021,4/18/21,KRWQ4,16,NA,NA,NA,NA,NA,Y,NA,Large shark bite scar on left side.,NA,0,E. Levy,5/20/21,E. Levy,0,Comment Includes 'Shark',,
379177,52813,2020,5/14/21,KRWQ4,16,NA,NA,NA,NA,NA,Y,NA,Identified by shark bite scar.,NA,0,E. Levy,5/21/21,E. Levy,0,Comment Includes 'Shark',,
380385,53641,2022,5/30/21,BBN,1,WR191,L,NA,NA,NA,juv,100,knarly shark bite on its face around its lower mandible  mouth area,NA,0,C. Nasr,5/31/21,C. Nasr,0,Comment Includes 'Shark',,
381837,40336,2021,6/9/21,BBN,1,7481,L,NA,NA,F,ad,2,healing shark bite on R neck,NA,0,A. Favilla,6/9/21,A. Favilla,0,Comment Includes 'Shark',,
382068,40336,2021,6/12/21,MBBL,1,7481,L,NA,NA,F,ad,40,shark bite is healing on Right neck,NA,0,R. Beltran,6/12/21,P. Robinson,0,Comment Includes 'Shark',,
382170,37988,2022,6/17/21,SBE,1,3740,L,NA,NA,F,ad,100,healing shark bite on L flank,NA,0,A. Favilla,6/17/21,A. Favilla,0,Comment Includes 'Shark',,
382194,40336,2022,6/17/21,MBBL,1,NA,NA,"7481,74","Lx2,R",F,ad,100,healing shark bite on neck,"best mark is on L, second mark on L looks like 748 with top of 8 missing,7 on R is questionable",0,A. Favilla,6/17/21,A. Favilla,0,Comment Includes 'Shark',,
382273,40336,2022,6/22/21,MBBL,1,7481,"L,R",NA,NA,F,ad,100,shark bite neck,NA,0,T. Keates,6/22/21,T. Keates,0,Comment Includes 'Shark',,
382373,40336,2022,6/26/21,MBBL,1,7481,R,NA,NA,F,ad,100,large shark bite scar on neck is healing nicely,NA,0,R. Beltran,6/26/21,R. Beltran,0,Comment Includes 'Shark',,
382385,40336,2022,6/30/21,MBBL,1,7481,L,NA,NA,F,ad,100,shark bite neck,NA,0,T. Keates,6/30/21,T. Keates,0,Comment Includes 'Shark',,
382547,53926,2022,8/7/21,KRWQ1,16,NA,NA,KM29,L,M,SA3,100,KM21 from the 2021 breeding season. Large shark bite scar on neck.,NA,0,D. Goley,8/24/21,E. Levy,0,Comment Includes 'Shark',,
382548,52775,2021,8/7/21,KRWQ1,16,KM16,NA,NA,NA,M,SA3,0,Scars on hips from shark bite.,NA,0,D. Goley,8/24/21,E. Levy,0,Comment Includes 'Shark',,
382626,51912,2022,9/20/21,NP,1,G238,R,NA,NA,M,juv,NA,healed shark bite behind right fore-flipper,NA,0,R. Beltran,9/20/21,R. Beltran,0,Comment Includes 'Shark',,
383022,53979,2022,10/31/21,MBBL,1,NA,NA,NA,NA,NA,juv,NA,Large shark bite on left shoulder,NA,0,R. Holser,10/31/21,R. Holser,0,Comment Includes 'Shark',,
384407,40336,2022,12/14/21,MBBU,1,7481,"L,R",NA,NA,F,ad,NA,healed shark bite on right,NA,0,R. Beltran,12/14/21,R. Beltran,0,Comment Includes 'Shark',,
384495,40336,2022,12/16/21,MBBU,1,7481,R,NA,NA,F,ad,NA,shark bite scar,NA,0,T. Keates,12/16/21,T. Keates,0,Comment Includes 'Shark',,
384802,44148,2022,12/25/21,NP5,1,9831,L,NA,NA,F,ad,NA,this animal has an incredibly bad wound on her neck. this looks like a shark wound. BE ADVISED...she was VERY sensitive to our presence today and extremely easily disturbed. we were easily 30 meters away from her and she woke up and started vocalizing. i HIGHLY recommend that all researchers give this animal a huge amount of space and not disturb in any way. ,NA,0,C. Nasr,12/25/21,C. Nasr,0,Comment Includes 'Shark',,
385061,51323,2022,12/31/21,AP,1,NA,NA,G788,L,M,SA3,NA,He has shark bites.  A large hunk of flesh is hanging below his neck.  He has a mostly 'missed' bite in the center of his back.  I saw him yesterday at MBBL.,NA,0,P. Morris,12/31/21,P. Morris,0,Comment Includes 'Shark',,
386442,41117,2022,1/10/22,NP,1,5430,"R,L",NA,NA,F,ad,NA,large shark bite scar on right side,Right side mark upside down,0,G. Shipway,1/10/22,G. Shipway,0,Comment Includes 'Shark',,
386830,47083,2022,1/13/22,AP,1,C548,L,NA,NA,F,ad,NA,Sat Tag. Ch4. Cookie cutter shark bites on ventral side.,NA,0,C. Nasr,1/13/22,C. Nasr,0,Comment Includes 'Shark',,
387374,54725,2022,1/17/22,NP5,1,NA,NA,NA,NA,F,ad,NA,Female has a shark bite on face.  I think the pup was born this morning.,NA,0,R. Beltran,1/17/22,R. Beltran,0,Comment Includes 'Shark',,
387796,54725,2022,1/20/22,NP5,1,NA,NA,NA,NA,F,ad,NA,shark bite to face,548,0,T. Keates,1/20/22,T. Keates,0,Comment Includes 'Shark',,
388624,54725,2022,1/24/22,NP5,1,NA,NA,NA,NA,F,ad,NA,shark bite on face,NA,0,P. Robinson,1/24/22,P. Robinson,0,Comment Includes 'Shark',,
392149,41117,2022,2/9/22,NP0,1,5430,L,NA,NA,F,Ad,NA,arch shark bite scar on R side,54 is above the 30 on the L,0,P.Morris,2/10/22,P. Morris,0,Comment Includes 'Shark',,
392333,37988,2022,2/10/22,NP4,1,3740,L,NA,NA,F,ad,NA,Unsure of pup status. shark bite healed on the left side.,NA,0,C. Nasr,2/10/22,C. Nasr,0,Comment Includes 'Shark',,
393561,55114,2022,10/3/21,KRWQ1,16,NA,NA,KJ64,R,M,Juv,NA,"Big circular hole on back, maybe a CC shark bite.",NA,0,D. Goley,2/15/22,E. Levy,0,Comment Includes 'Shark',,
393681,55129,2022,10/16/21,KRWQ1,16,NA,NA,BK120,R,M,Juv,NA,Two Large CC shark bites on belly and one on right side. Seal does not have a blue tag. Mark should have started with a KJ.,NA,0,D. Goley,2/16/22,E. Levy,0,Comment Includes 'Shark',,
394797,55352,2022,12/9/21,KRWQ4,16,NA,NA,KJ252,B,NA,Juv,NA,Could be an adult female. Big CC shark bite on right rear and left shoulder.,NA,0,D. Goley,2/18/22,E. Levy,0,Comment Includes 'Shark',,
398795,40336,2022,4/17/22,BBN,1,7481,R,NA,NA,F,ad,1,shark bite scar,NA,0,D. Shen,4/17/22,D. Shen,0,Comment Includes 'Shark',,
398812,55642,2022,4/17/22,TSB,1,NA,NA,K938,"R,L",M,2yr,0,"xloc recovery for heat flux study, TOPPID: 2022037, fresh shark bite wound on L shoulder and ax area",NA,0,A. Favilla,4/18/22,A. Favilla,0,Comment Includes 'Shark',,
399225,55642,2022,4/24/22,TSW,1,K938,"R, L",NA,NA,NA,juv,0,shark bite. translocation animal (Arina),NA,0,A. Diluzio,4/24/22,A. Diluzio,0,Comment Includes 'Shark',,
399303,55642,2022,4/25/22,MBBU,1,K938,L,NA,NA,NA,Y,0,epoxy patches and shark bite wound on left foreflipper,NA,0,P. Robinson,4/25/22,P. Robinson,0,Comment Includes 'Shark',,
399320,40336,2022,4/26/22,BMN,1,7481,R,NA,NA,F,ad,30,shark bite on right shoulder healing nicely,NA,0,C. Nasr,4/26/22,C. Nasr,0,Comment Includes 'Shark',,
399351,55642,2022,4/20/22,BMB,1,K938,L,NA,NA,NA,juv,NA,epoxy patches and shark bite,NA,0,P. Robinson,4/26/22,P. Robinson,0,Comment Includes 'Shark',,
399370,40336,2022,4/26/22,MBBU,1,7481,L,NA,NA,F,ad,10,old shark bite scar,NA,0,P. Robinson,4/26/22,P. Robinson,0,Comment Includes 'Shark',,
399576,55642,2022,4/28/22,NP0,1,K938,R,NA,NA,NA,Y,0,epoxy patches. shark bite on left shoulder. not using left fore flipper normally. looked like animal was experiencing discomfort.,NA,0,C. Nasr,4/28/22,C. Nasr,0,Comment Includes 'Shark',,
399703,55642,2022,4/29/22,BBSL,1,K938,L,NA,NA,NA,2Y,0,Epoxy and shark bite on left shoulder,NA,0,C. Nasr,4/29/22,C. Nasr,0,Comment Includes 'Shark',,
399974,55642,2022,5/3/22,BBSU,1,K938,L,NA,NA,NA,2Y,0,Epoxy patches and shark bite wound,NA,0,P. Robinson,5/4/22,P. Robinson,0,Comment Includes 'Shark',,
400531,55642,2022,5/11/22,TSB,1,K938,L,NA,NA,NA,juv,10,"Arina xloc, most molt around shark bite on L shoulder",NA,0,T. Keates,5/11/22,T. Keates,0,Comment Includes 'Shark',,
400600,55642,2022,5/11/22,TSB,1,K938,L,NA,NA,M,2Y,15,shark bite on left ventral side and across left shoulder,NA,0,C. Nasr,5/11/22,C. Nasr,0,Comment Includes 'Shark',,
400810,41117,2022,5/13/22,BBN,1,5430,R shoulder,NA,NA,F,ad,1,shark bite scar,mark on R shoulder upside down,0,T. Keates,5/13/22,T. Keates,0,Comment Includes 'Shark',,
401120,40336,2023,5/17/22,MBBL,1,NA,NA,7481,R,F,ad,100,healed shark bite on right neck,NA,0,P. Robinson,5/17/22,P. Robinson,0,Comment Includes 'Shark',,
401451,40336,2023,5/19/22,MBBU,1,_481,R,NA,NA,F,ad,100,shark bite,NA,0,L. Keehan,5/19/22,L. Keehan,0,Comment Includes 'Shark',,
401526,40336,2023,5/19/22,MBBU,1,7481,R,NA,NA,F,ad,100,shark bite scar,NA,0,P. Robinson,5/19/22,P. Robinson,0,Comment Includes 'Shark',,
401559,40336,2023,5/20/22,MBBU,1,7481,R,NA,NA,F,ad,100,shark bite scar R,NA,0,T. Keates,5/20/22,T. Keates,0,Comment Includes 'Shark',,
401628,42333,2023,5/20/22,MBBU,1,NA,NA,H732,L,F,ad,100,circular scars on her left side. maybe lots of cookie cutter shark bites,NA,0,C. Nasr,5/20/22,C. Nasr,0,Comment Includes 'Shark',,
401782,55642,2023,5/25/22,TSW,1,NA,NA,K938,L,F,2Y,98,shark bite healing well on left shoulder,NA,0,C. Nasr,5/25/22,C. Nasr,0,Comment Includes 'Shark',,
401828,41117,2023,5/25/22,BBN,1,NA,NA,5430,"L,R",F,ad,100,shark bite scar on R,R mark is near shoulder,0,T. Keates,5/25/22,T. Keates,0,Comment Includes 'Shark',,
401950,55642,2023,5/27/22,TSW,1,K938,L,NA,NA,NA,juv,100,shark bite wound healing on L,NA,0,T. Keates,5/27/22,T. Keates,0,Comment Includes 'Shark',,
401981,40336,2023,5/27/22,MBBL,1,7481,R,NA,NA,F,ad,100,shark bite on R shoulder,NA,0,C. Nasr,5/27/22,C. Nasr,0,Comment Includes 'Shark',,
402091,44141,2023,5/28/22,MBBL,1,NA,NA,NA,NA,F,ad,100,large shark bite scar on left lower back,NA,0,G. Shipway,5/28/22,G. Shipway,0,Comment Includes 'Shark',,
402159,41117,2023,5/28/22,MBBL,1,5430,Rsh,NA,NA,F,ad,100,shark bite on L side,NA,0,C. Nasr,5/28/22,C. Nasr,0,Comment Includes 'Shark',,
402863,41117,2023,6/7/22,BMB,1,5430,R,NA,NA,F,ad,100,shark bite on left flank. healed well,NA,0,C. Nasr,6/8/22,C. Nasr,0,Comment Includes 'Shark',,
402885,55642,2023,6/9/22,BBN,1,K938,L,NA,NA,NA,2Y,100,healed shark bite on left side,NA,0,C. Nasr,6/9/22,C. Nasr,0,Comment Includes 'Shark',,
402937,41117,2023,6/10/22,BMB,1,5430,R,NA,NA,F,ad,100,healed shark bite on the right,NA,0,Robinson class,6/10/22,Robinson class,0,Comment Includes 'Shark',,
402956,41117,2023,6/11/22,BMB,1,5430,R,NA,NA,F,ad,100,shark bite scar,NA,0,T. Keates,6/11/22,T. Keates,0,Comment Includes 'Shark',,
407998,52813,2023,4/23/22,KRW,16,NA,NA,NA,NA,NA,Juv,60,Healed shark bite on left side,NA,0,D. Goley,9/17/22,E. Levy,0,Comment Includes 'Shark',,
410432,56993,2023,9/17/22,KRWQ1S,16,KJ7,R,NA,NA,NA,Juv,NA,CC shark bite on right shoulder,NA,0,A. Jacob,10/19/22,E. Levy,0,Comment Includes 'Shark',,
410936,57045,2023,10/2/22,KRWQ4,16,"KJ75, KJ82","R, L",NA,NA,NA,Juv,NA,CC shark bite right side,NA,0,A. Jacob,10/23/22,E. Levy,0,Comment Includes 'Shark',,
413539,53235,2023,11/7/22,NP0,1,K088,"L,R",K088,"L,R",M,juv,NA,"RoD2022 Recovery TOPPID: 2022222; cookie cutter shark bite on right and missing chunks from face and right rear flipper, plus (killer whale?) scrapes on the back. ",Original mark was light; marks added,0,R. Beltran,11/7/22,R. Beltran,0,Comment Includes 'Shark',,
413584,51808,2023,11/9/22,NP0,1,NA,NA,NA,NA,M,juv,NA,healed shark bite on L belly,NA,0,A. Favilla,11/9/22,A. Favilla,0,Comment Includes 'Shark',,
413835,49311,2023,11/17/22,BBN,1,E013,L,NA,NA,NA,3Y,NA,cookie cutter shark bite in mark,NA,0,S. Abdel-Raheem,11/17/22,S. Abdel-Raheem,0,Comment Includes 'Shark',,
415095,44148,2023,12/24/22,NPG1,1,NA,NA,"9831,P831","L,R",F,ad,NA,marks that look like a shark just raked her R neck,P instead of 9 because I had a moment,0,R. Holser,12/24/22,R. Holser,0,Comment Includes 'Shark',,
415101,44148,2023,12/23/22,NP3,1,NA,NA,NA,NA,F,ad,NA,marks on R neck look like shark raked her,NA,0,R. Holser,12/24/22,R. Holser,0,Comment Includes 'Shark',,
416100,57292,2023,11/3/22,KRWQ3,16,NA,NA,NA,NA,M,Y,NA,Recent shark encounter. Huge gashes on right side of neck and around shoulder. ,NA,0,A. Jacobs,1/1/23,E. Levy,0,Comment Includes 'Shark',,
416135,57300,2023,11/3/22,KRWQ1S,16,NA,NA,KJ195,R,NA,Juv,NA,Three CC shark bites.,NA,0,A. Jacobs,1/1/23,E. Levy,0,Comment Includes 'Shark',,
416136,56989,2023,11/3/22,KRWQ4,16,NA,NA,KJ187,R ,NA,Juv,NA,Five to six CC shark bites,NA,0,A. Jacobs,1/1/23,E. Levy,0,Comment Includes 'Shark',,
417024,50835,2023,1/1/23,NP2,1,NA,NA,G142,"R,L",F,ad,NA,Cookie-cutter shark nodule on right neck.,NA,0,P. Robinson,1/1/23,P. Robinson,0,Comment Includes 'Shark',,
418706,44141,2023,1/18/23,NP1,1,NA,NA,9692,R,F,ad,NA,Big shark bite on her flank,Attempted to mark on left and made tiny illegible mark.,0,A. Payne,1/18/23,A. Payne,0,Comment Includes 'Shark',,
419539,44141,2023,1/24/23,APG,1,9692,R,NA,NA,F,ad,NA,shark bit scar on butt,NA,0,P. Robinson,1/24/23,P. Robinson,0,Comment Includes 'Shark',,
419567,41117,2023,1/24/23,NP0,1,NA,NA,5430,R,F,Ad,NA,"small shark bite scar mid R side ~10 inch diameter, indented",NA,0,P. Morris,1/25/23,P. Morris,0,Comment Includes 'Shark',,
421980,41117,2023,2/8/23,NP0,1,5430,"L,R",NA,NA,F,ad,NA,healed shark bite on right side,NA,0,N. Storm,2/8/23,N. Storm,0,Comment Includes 'Shark',,
426062,10699,1993,4/21/93,BMNN,1,F938,NA,NA,NA,F,NA,100,shark bite gashes right side,NA,0,J. Williams,2/27/23,R. Condit,0,Comment Includes 'Shark',,
426107,10483,1993,5/2/93,BMN,1,NA,NA,NA,NA,F,NA,100,cookie cutter shark scars,NA,0,J. Williams,2/27/23,R. Condit,0,Comment Includes 'Shark',,
434646,51492,2024,4/16/23,MBBU,1,NA,NA,NA,NA,NA,juv,75,lots of cookie cutter shark bite scars on stomach,NA,0,A. Diluzio,4/16/23,A. Diluzio,0,Comment Includes 'Shark',,
435409,51492,2024,4/20/23,BMC,1,NA,NA,G335,L,F,3Y,100,cookie cutter shark scars on belly and chest,NA,0,N. Storm,4/20/23,N. Storm,0,Comment Includes 'Shark',,
435438,55642,2023,4/20/23,TSW,1,K938,L,NA,NA,NA,3Y,0,healed shark bite on left shoulder,NA,0,N. Storm,4/20/23,N. Storm,0,Comment Includes 'Shark',,
435729,44141,2023,4/26/23,BMS,1,9692,NA,NA,NA,F,ad,0,shark bite scar on back near butt,NA,0,G. Shipway,4/26/23,G. Shipway,0,Comment Includes 'Shark',,
437541,49594,2023,5/17/23,MBBL,1,NA,NA,NA,NA,F,ad,0,shark bite scar on right side of body,NA,0,A. Diluzio,5/17/23,A. Diluzio,0,Comment Includes 'Shark',,
438667,51912,2024,5/24/23,MBBL,1,NA,NA,H292,L,M,3Y,100,healed shark wound near right front flip,"flushed ~10 mins after marking, hopefully stays",0,N. Storm,5/24/23,N. Storm,0,Comment Includes 'Shark',,
439374,40336,2024,6/1/23,MBBL,1,7481,L,NA,NA,F,ad,100,shark bite scar,NA,0,A. Diluzio,6/1/23,A. Diluzio,0,Comment Includes 'Shark',,
439632,40336,2024,6/4/23,MBBL,1,7481,L,NA,NA,F,ad,100,large shark bite scar on right shoulder,NA,0,G. Shipway,6/4/23,G. Shipway,0,Comment Includes 'Shark',,
